ParticleSize,Pressure,HydraulicConductivity,UptakeRate,DrugReleaseRate,PredictedPenetration,PredictedMaxConc,PredictedCoverage,DeliveryTime
100.0,15.0,1.2e-06,0.1,0.005,0.15012631,0.42248178,30.909088,101.14529
100.0,15.0,1.2e-06,0.1,0.0525,0.16283147,0.87188274,33.31767,76.76073
100.0,15.0,1.2e-06,0.1,0.1,0.16529126,0.873989,33.712128,75.44681
100.0,17.5,8e-07,0.02,0.005,0.2531325,0.45900527,51.06561,80.475044
100.0,17.5,8e-07,0.02,0.0525,0.27899227,0.96029794,56.520363,47.592964
100.0,17.5,8e-07,0.02,0.1,0.28086117,0.96119565,56.524178,46.70955
100.0,17.5,1e-06,0.02,0.005,0.27734688,0.462801,55.72168,58.242767
100.0,17.5,1e-06,0.02,0.0525,0.3092859,0.96578026,62.27073,41.564228
100.0,17.5,1e-06,0.02,0.1,0.31131172,0.9662677,62.380272,39.330746
100.0,17.5,1.2e-06,0.02,0.005,0.29824498,0.46400276,59.654865,54.984856
100.0,17.5,1.2e-06,0.02,0.0525,0.31847385,0.9667814,64.19558,39.175926
100.0,17.5,1.2e-06,0.02,0.1,0.32263413,0.9678048,65.08006,37.025536
100.0,17.5,8e-07,0.04,0.005,0.21276891,0.44051546,42.90568,82.433556
100.0,17.5,8e-07,0.04,0.0525,0.23574631,0.92817956,47.76295,51.5295
100.0,17.5,8e-07,0.04,0.1,0.2397587,0.927053,47.880527,50.60628
100.0,17.5,1e-06,0.04,0.005,0.25240532,0.44831687,50.484028,62.538788
100.0,17.5,1e-06,0.04,0.0525,0.2701628,0.9411077,54.2092,45.38506
100.0,17.5,1e-06,0.04,0.1,0.27526408,0.94036853,54.775333,42.058857
100.0,17.5,1.2e-06,0.04,0.005,0.25924596,0.44931427,52.487087,57.13689
100.0,17.5,1.2e-06,0.04,0.0525,0.28468835,0.9465141,57.850845,40.792866
100.0,17.5,1.2e-06,0.04,0.1,0.2908421,0.9469767,58.94239,38.373245
100.0,17.5,8e-07,0.06,0.005,0.1530151,0.43428952,31.353384,98.78543
100.0,17.5,8e-07,0.06,0.0525,0.1844292,0.905549,37.65324,61.303303
100.0,17.5,8e-07,0.06,0.1,0.1846023,0.90458506,37.5373,60.307636
100.0,17.5,1e-06,0.06,0.005,0.1796314,0.43802738,36.579132,71.602806
100.0,17.5,1e-06,0.06,0.0525,0.2145673,0.9220435,43.443043,48.16491
100.0,17.5,1e-06,0.06,0.1,0.21404023,0.921467,43.23817,44.582397
100.0,17.5,1.2e-06,0.06,0.005,0.19681533,0.4379003,40.00398,66.69433
100.0,17.5,1.2e-06,0.06,0.0525,0.22533815,0.9273188,45.644535,43.39925
100.0,17.5,1.2e-06,0.06,0.1,0.22792506,0.928901,46.21709,40.768803
100.0,17.5,8e-07,0.08,0.005,0.13626593,0.4196166,27.954063,121.117
100.0,17.5,8e-07,0.08,0.0525,0.1525419,0.8767103,31.17809,81.684105
100.0,17.5,8e-07,0.08,0.1,0.15215711,0.87574637,30.698874,69.614944
100.0,17.5,1e-06,0.08,0.005,0.15543541,0.4213275,31.908354,108.83798
100.0,17.5,1e-06,0.08,0.0525,0.17811698,0.88672066,36.357132,56.410744
100.0,17.5,1e-06,0.08,0.1,0.17659579,0.88674563,35.729847,54.76473
100.0,17.5,1.2e-06,0.08,0.005,0.17740232,0.4210092,36.197372,76.82428
100.0,17.5,1.2e-06,0.08,0.0525,0.2026794,0.901948,41.319065,46.074974
100.0,17.5,1.2e-06,0.08,0.1,0.20145895,0.9054235,40.995926,43.61374
100.0,17.5,8e-07,0.1,0.005,0.11469085,0.4197212,23.856592,127.78099
100.0,17.5,8e-07,0.1,0.0525,0.13148318,0.85190207,26.819218,118.05272
100.0,17.5,8e-07,0.1,0.1,0.1421209,0.85192037,28.506561,84.95383
100.0,17.5,1e-06,0.1,0.005,0.12709476,0.42143208,26.393642,124.44249
100.0,17.5,1e-06,0.1,0.0525,0.14813298,0.86515903,30.10119,107.53884
100.0,17.5,1e-06,0.1,0.1,0.15688692,0.8656562,31.456638,76.52397
100.0,17.5,1.2e-06,0.1,0.005,0.14835335,0.42159423,30.646467,101.1177
100.0,17.5,1.2e-06,0.1,0.0525,0.1715495,0.8788055,35.063313,59.95915
100.0,17.5,1.2e-06,0.1,0.1,0.17281556,0.8812135,35.180767,54.344143
100.0,20.0,8e-07,0.02,0.005,0.26203242,0.46164137,52.62976,66.10647
100.0,20.0,8e-07,0.02,0.0525,0.2961242,0.96799666,59.711792,41.225685
100.0,20.0,8e-07,0.02,0.1,0.29778302,0.9689733,59.840767,40.156292
100.0,20.0,1e-06,0.02,0.005,0.28167906,0.46551913,56.516525,48.649296
100.0,20.0,1e-06,0.02,0.0525,0.3311429,0.97138554,66.466515,34.844917
100.0,20.0,1e-06,0.02,0.1,0.3332191,0.9719519,66.74493,33.799713
100.0,20.0,1.2e-06,0.02,0.005,0.29639947,0.46672088,59.32894,43.74303
100.0,20.0,1.2e-06,0.02,0.0525,0.35070726,0.9721628,70.290375,30.065348
100.0,20.0,1.2e-06,0.02,0.1,0.35436875,0.97353446,71.30493,28.76236
100.0,20.0,8e-07,0.04,0.005,0.22010495,0.44234806,44.52593,69.028885
100.0,20.0,8e-07,0.04,0.0525,0.24643952,0.93495715,49.89946,44.294178
100.0,20.0,8e-07,0.04,0.1,0.2495689,0.9345585,50.080006,43.656307
100.0,20.0,1e-06,0.04,0.005,0.24831933,0.4502315,49.966675,52.78698
100.0,20.0,1e-06,0.04,0.0525,0.28082746,0.94649637,56.41009,37.013874
100.0,20.0,1e-06,0.04,0.1,0.28547552,0.94648516,57.133713,36.392735
100.0,20.0,1.2e-06,0.04,0.005,0.26069376,0.45143324,52.626617,47.965405
100.0,20.0,1.2e-06,0.04,0.0525,0.30192217,0.9507931,60.84604,31.681309
100.0,20.0,1.2e-06,0.04,0.1,0.30663216,0.9520944,61.959393,30.289946
100.0,20.0,8e-07,0.06,0.005,0.17516269,0.43819425,35.81241,91.49313
100.0,20.0,8e-07,0.06,0.0525,0.20559664,0.909796,41.748695,49.532845
100.0,20.0,8e-07,0.06,0.1,0.20535895,0.90956,41.640114,46.52242
100.0,20.0,1e-06,0.06,0.005,0.20106389,0.44195303,40.91817,62.48476
100.0,20.0,1e-06,0.06,0.0525,0.23593661,0.9216919,47.548214,40.98542
100.0,20.0,1e-06,0.06,0.1,0.23542853,0.92184335,47.445225,39.76614
100.0,20.0,1.2e-06,0.06,0.005,0.23343877,0.4420303,47.22901,57.59661
100.0,20.0,1.2e-06,0.06,0.0525,0.25383103,0.9269019,50.970795,35.219532
100.0,20.0,1.2e-06,0.06,0.1,0.25274897,0.9290535,50.975456,33.889023
100.0,20.0,8e-07,0.08,0.005,0.15747438,0.42200714,31.970293,94.11351
100.0,20.0,8e-07,0.08,0.0525,0.17409813,0.88448876,35.264057,54.675854
100.0,20.0,8e-07,0.08,0.1,0.17342553,0.88433844,35.07164,50.95715
100.0,20.0,1e-06,0.08,0.005,0.17473799,0.42418942,35.468536,73.878746
100.0,20.0,1e-06,0.08,0.0525,0.2000192,0.90156966,40.344955,42.854992
100.0,20.0,1e-06,0.08,0.1,0.19863997,0.90240824,40.00493,40.953007
100.0,20.0,1.2e-06,0.08,0.005,0.19866888,0.42407548,40.192017,69.80096
100.0,20.0,1.2e-06,0.08,0.0525,0.22224808,0.9107751,44.959133,39.079914
100.0,20.0,1.2e-06,0.08,0.1,0.22072281,0.9149057,44.992077,35.926373
100.0,20.0,8e-07,0.1,0.005,0.1298346,0.42263833,26.735107,102.042336
100.0,20.0,8e-07,0.1,0.0525,0.14533217,0.86031085,29.689152,89.75478
100.0,20.0,8e-07,0.1,0.1,0.15868548,0.85999984,32.14476,69.71565
100.0,20.0,1e-06,0.1,0.005,0.14014736,0.4248206,28.881134,101.56436
100.0,20.0,1e-06,0.1,0.0525,0.15909663,0.87518716,32.218197,76.96384
100.0,20.0,1e-06,0.1,0.1,0.17099592,0.875355,34.342373,56.437588
100.0,20.0,1.2e-06,0.1,0.005,0.16155344,0.42576388,33.229885,95.428474
100.0,20.0,1.2e-06,0.1,0.0525,0.18212076,0.88915676,37.170784,47.987423
100.0,20.0,1.2e-06,0.1,0.1,0.18608539,0.89107686,38.125786,43.88087
100.0,22.5,8e-07,0.02,0.005,0.26830545,0.46172136,54.149006,58.922
100.0,22.5,8e-07,0.02,0.0525,0.31287086,0.96735924,63.087307,37.856827
100.0,22.5,8e-07,0.02,0.1,0.31396243,0.9678012,63.121906,36.17524
100.0,22.5,1e-06,0.02,0.005,0.28693599,0.46527493,57.89387,44.541325
100.0,22.5,1e-06,0.02,0.0525,0.33601576,0.9720697,67.62672,33.24139
100.0,22.5,1e-06,0.02,0.1,0.3375576,0.97251165,68.03021,32.04016
100.0,22.5,1.2e-06,0.02,0.005,0.31554705,0.46647668,63.25086,42.65998
100.0,22.5,1.2e-06,0.02,0.0525,0.36331022,0.9761187,72.94836,26.797352
100.0,22.5,1.2e-06,0.02,0.1,0.36643738,0.97717583,73.92728,25.034027
100.0,22.5,8e-07,0.04,0.005,0.254938,0.44242805,51.66623,61.096375
100.0,22.5,8e-07,0.04,0.0525,0.27099818,0.9400774,54.815216,40.607716
100.0,22.5,8e-07,0.04,0.1,0.2735603,0.93881094,54.92789,39.40569
100.0,22.5,1e-06,0.04,0.005,0.26270822,0.45094356,52.99535,45.957146
100.0,22.5,1e-06,0.04,0.0525,0.2993841,0.94774896,60.180546,35.61008
100.0,22.5,1e-06,0.04,0.1,0.3010013,0.94751847,60.37923,34.561344
100.0,22.5,1.2e-06,0.04,0.005,0.2794486,0.4521453,56.188908,43.66475
100.0,22.5,1.2e-06,0.04,0.0525,0.330728,0.9554414,66.48806,28.339273
100.0,22.5,1.2e-06,0.04,0.1,0.3330913,0.9563636,67.06965,26.607012
100.0,22.5,8e-07,0.06,0.005,0.19321157,0.438833,39.593826,74.15459
100.0,22.5,8e-07,0.06,0.0525,0.2236231,0.92072046,45.513012,47.07656
100.0,22.5,8e-07,0.06,0.1,0.22356932,0.91961664,45.369514,43.50198
100.0,22.5,1e-06,0.06,0.005,0.21759951,0.44328496,44.439186,55.828194
100.0,22.5,1e-06,0.06,0.0525,0.25743717,0.9306848,52.212242,36.57992
100.0,22.5,1e-06,0.06,0.1,0.25714588,0.930617,52.100628,34.93173
100.0,22.5,1.2e-06,0.06,0.005,0.25261006,0.44336224,51.160973,53.228107
100.0,22.5,1.2e-06,0.06,0.0525,0.27934808,0.9372782,56.492157,28.910587
100.0,22.5,1.2e-06,0.06,0.1,0.27916697,0.93820363,56.481388,27.237862
100.0,22.5,8e-07,0.08,0.005,0.16622503,0.42202604,34.120407,83.86142
100.0,22.5,8e-07,0.08,0.0525,0.18490316,0.88708544,37.59391,49.397594
100.0,22.5,8e-07,0.08,0.1,0.18371867,0.8860673,37.178978,44.735703
100.0,22.5,1e-06,0.08,0.005,0.18800472,0.42628798,38.464382,67.8076
100.0,22.5,1e-06,0.08,0.0525,0.21368974,0.9044591,43.507946,36.62976
100.0,22.5,1e-06,0.08,0.1,0.21269737,0.9050784,43.048893,33.50254
100.0,22.5,1.2e-06,0.08,0.005,0.211687,0.42617404,43.07878,64.67086
100.0,22.5,1.2e-06,0.08,0.0525,0.23410547,0.915048,47.705345,32.398838
100.0,22.5,1.2e-06,0.08,0.1,0.23365118,0.9179525,47.612457,28.86231
100.0,22.5,8e-07,0.1,0.005,0.139429,0.4232668,28.957262,95.228195
100.0,22.5,8e-07,0.1,0.0525,0.16047537,0.8768821,32.880047,58.944527
100.0,22.5,8e-07,0.1,0.1,0.16607946,0.87645644,33.59725,56.300472
100.0,22.5,1e-06,0.1,0.005,0.15984496,0.42752874,33.1166,85.45668
100.0,22.5,1e-06,0.1,0.0525,0.1800724,0.8915328,36.77364,44.43628
100.0,22.5,1e-06,0.1,0.1,0.18425536,0.891586,37.185707,41.142345
100.0,22.5,1.2e-06,0.1,0.005,0.17637973,0.42789525,36.35592,77.50634
100.0,22.5,1.2e-06,0.1,0.0525,0.19305828,0.8985967,39.582775,40.513092
100.0,22.5,1.2e-06,0.1,0.1,0.19777933,0.8995854,40.361008,38.051228
100.0,25.0,8e-07,0.02,0.005,0.27244723,0.45426998,55.07857,58.797874
100.0,25.0,8e-07,0.02,0.0525,0.33466434,0.97012186,67.43696,36.50151
100.0,25.0,8e-07,0.02,0.1,0.3354101,0.9698982,67.47454,34.636627
100.0,25.0,1e-06,0.02,0.005,0.29167527,0.4586042,58.896507,45.07601
100.0,25.0,1e-06,0.02,0.0525,0.35238755,0.9748968,70.74237,30.584707
100.0,25.0,1e-06,0.02,0.1,0.3516793,0.97539717,70.832184,29.293924
100.0,25.0,1.2e-06,0.02,0.005,0.31972545,0.45946804,64.2514,43.107536
100.0,25.0,1.2e-06,0.02,0.0525,0.37255067,0.9779556,74.94818,25.639902
100.0,25.0,1.2e-06,0.02,0.1,0.37408388,0.977928,75.59125,23.96343
100.0,25.0,8e-07,0.04,0.005,0.2579439,0.43481013,52.49332,60.466515
100.0,25.0,8e-07,0.04,0.0525,0.28473148,0.9445352,57.579895,38.574814
100.0,25.0,8e-07,0.04,0.1,0.28448468,0.9428423,57.176495,36.77243
100.0,25.0,1e-06,0.04,0.005,0.2646174,0.44410628,53.542458,46.139923
100.0,25.0,1e-06,0.04,0.0525,0.3132634,0.9518237,62.89379,32.14152
100.0,25.0,1e-06,0.04,0.1,0.31182504,0.9518908,62.587963,30.691933
100.0,25.0,1.2e-06,0.04,0.005,0.28078464,0.44497013,56.63243,43.759697
100.0,25.0,1.2e-06,0.04,0.0525,0.33449408,0.9572937,67.371796,26.720928
100.0,25.0,1.2e-06,0.04,0.1,0.3353494,0.95713115,67.81344,25.12911
100.0,25.0,8e-07,0.06,0.005,0.19923797,0.43121508,40.824604,72.96712
100.0,25.0,8e-07,0.06,0.0525,0.22845657,0.9238162,46.277203,45.21673
100.0,25.0,8e-07,0.06,0.1,0.22682318,0.922286,45.953938,40.797688
100.0,25.0,1e-06,0.06,0.005,0.23039205,0.43644768,46.79352,56.205265
100.0,25.0,1e-06,0.06,0.0525,0.26725894,0.93422073,53.726124,33.44969
100.0,25.0,1e-06,0.06,0.1,0.2651413,0.9344505,53.446304,31.15655
100.0,25.0,1.2e-06,0.06,0.005,0.2613336,0.4364277,52.894833,53.4164
100.0,25.0,1.2e-06,0.06,0.0525,0.28457016,0.9399155,57.530933,27.529627
100.0,25.0,1.2e-06,0.06,0.1,0.28288108,0.9399995,57.40157,25.85419
100.0,25.0,8e-07,0.08,0.005,0.17302446,0.4144721,35.63697,78.18697
100.0,25.0,8e-07,0.08,0.0525,0.1890146,0.8945776,38.43708,47.81003
100.0,25.0,8e-07,0.08,0.1,0.18812497,0.89313304,38.07736,43.247402
100.0,25.0,1e-06,0.08,0.005,0.20274344,0.4195147,41.34164,63.56183
100.0,25.0,1e-06,0.08,0.0525,0.22323468,0.91201633,45.19375,34.10352
100.0,25.0,1e-06,0.08,0.1,0.22229049,0.91293323,44.81732,31.234102
100.0,25.0,1.2e-06,0.08,0.005,0.22771265,0.4193035,46.21954,60.830006
100.0,25.0,1.2e-06,0.08,0.0525,0.2483937,0.9200101,50.42488,30.705675
100.0,25.0,1.2e-06,0.08,0.1,0.24787802,0.92151403,50.361942,27.879599
100.0,25.0,8e-07,0.1,0.005,0.1512885,0.41574132,31.33521,87.63031
100.0,25.0,8e-07,0.1,0.0525,0.16741474,0.88235855,34.154633,52.689037
100.0,25.0,8e-07,0.1,0.1,0.17326555,0.88191503,34.913784,49.75686
100.0,25.0,1e-06,0.1,0.005,0.16950215,0.4207839,34.80496,76.06385
100.0,25.0,1e-06,0.1,0.0525,0.18558158,0.8956074,37.66848,41.214443
100.0,25.0,1e-06,0.1,0.1,0.18976454,0.8963668,38.149902,37.268314
100.0,25.0,1.2e-06,0.1,0.005,0.18560319,0.4206422,38.009357,69.877594
100.0,25.0,1.2e-06,0.1,0.0525,0.20378053,0.9017476,41.59748,38.61222
100.0,25.0,1.2e-06,0.1,0.1,0.20816375,0.9017443,42.392395,35.370796
120.0,15.0,8e-07,0.02,0.005,0.23700742,0.46149153,47.788994,81.026054
120.0,15.0,8e-07,0.02,0.0525,0.2644705,0.9489047,53.21592,54.938747
120.0,15.0,8e-07,0.02,0.1,0.2659091,0.9523613,53.465332,54.91891
120.0,15.0,1e-06,0.02,0.005,0.25118893,0.46389136,50.952538,61.962135
120.0,15.0,1e-06,0.02,0.0525,0.27934304,0.9528367,56.35091,46.35768
120.0,15.0,1e-06,0.02,0.1,0.28276825,0.955883,56.911213,44.489265
120.0,15.0,1.2e-06,0.02,0.005,0.27355343,0.46676078,55.1195,59.14152
120.0,15.0,1.2e-06,0.02,0.0525,0.28703284,0.95429313,58.0732,41.05452
120.0,15.0,1.2e-06,0.02,0.1,0.29178187,0.9569729,58.97222,41.740543
120.0,15.0,8e-07,0.04,0.005,0.19742467,0.4427204,40.078476,81.29407
120.0,15.0,8e-07,0.04,0.0525,0.2230638,0.9204077,45.205055,58.07166
120.0,15.0,8e-07,0.04,0.1,0.2266459,0.9210665,45.723522,56.443222
120.0,15.0,1e-06,0.04,0.005,0.21575223,0.44912592,43.59759,64.56783
120.0,15.0,1e-06,0.04,0.0525,0.24657454,0.93427217,49.65752,48.971935
120.0,15.0,1e-06,0.04,0.1,0.25307512,0.93313533,50.67987,44.709698
120.0,15.0,1.2e-06,0.04,0.005,0.22099334,0.45199534,45.163467,60.30975
120.0,15.0,1.2e-06,0.04,0.0525,0.25541687,0.9392636,52.086884,43.72547
120.0,15.0,1.2e-06,0.04,0.1,0.2616836,0.93889856,53.13431,42.71589
120.0,15.0,8e-07,0.06,0.005,0.15062359,0.4369035,30.846024,102.07118
120.0,15.0,8e-07,0.06,0.0525,0.17589979,0.8862517,35.944767,68.467896
120.0,15.0,8e-07,0.06,0.1,0.17717955,0.88707316,36.219112,66.927635
120.0,15.0,1e-06,0.06,0.005,0.1787586,0.43924546,36.63709,75.33892
120.0,15.0,1e-06,0.06,0.0525,0.20611092,0.9071755,41.87318,52.236683
120.0,15.0,1e-06,0.06,0.1,0.20933297,0.9062013,42.340164,48.142128
120.0,15.0,1.2e-06,0.06,0.005,0.18969753,0.44099042,38.810856,71.65344
120.0,15.0,1.2e-06,0.06,0.0525,0.21254496,0.912645,43.26405,46.864994
120.0,15.0,1.2e-06,0.06,0.1,0.2175946,0.9133996,44.068844,46.313004
120.0,15.0,8e-07,0.08,0.005,0.13515247,0.42002383,27.463354,119.00657
120.0,15.0,8e-07,0.08,0.0525,0.1462031,0.861765,29.535849,90.03659
120.0,15.0,8e-07,0.08,0.1,0.15126517,0.8625865,30.72501,77.10214
120.0,15.0,1e-06,0.08,0.005,0.15115173,0.42173472,31.013584,108.09578
120.0,15.0,1e-06,0.08,0.0525,0.1643671,0.8800381,33.3314,61.961628
120.0,15.0,1e-06,0.08,0.1,0.16949804,0.8796654,34.275513,61.23463
120.0,15.0,1.2e-06,0.08,0.005,0.17298572,0.42189255,35.1195,76.478714
120.0,15.0,1.2e-06,0.08,0.0525,0.19045553,0.89054066,38.61099,54.633076
120.0,15.0,1.2e-06,0.08,0.1,0.191162,0.8924558,38.72236,53.608105
120.0,15.0,8e-07,0.1,0.005,0.111294255,0.4202057,23.05635,126.22351
120.0,15.0,8e-07,0.1,0.0525,0.12102387,0.83915216,24.564981,119.73696
120.0,15.0,8e-07,0.1,0.1,0.12922682,0.8394399,26.447428,88.74116
120.0,15.0,1e-06,0.1,0.005,0.12045648,0.4219166,25.22414,123.66334
120.0,15.0,1e-06,0.1,0.0525,0.1332323,0.8603093,27.065538,115.5929
120.0,15.0,1e-06,0.1,0.1,0.13991824,0.86005145,28.352987,89.355415
120.0,15.0,1.2e-06,0.1,0.005,0.14976977,0.4225701,30.838583,105.89164
120.0,15.0,1.2e-06,0.1,0.0525,0.16207114,0.87202275,33.06333,76.39109
120.0,15.0,1.2e-06,0.1,0.1,0.16433261,0.87422407,33.518047,75.08656
120.0,17.5,8e-07,0.02,0.005,0.2545306,0.45900527,51.377514,76.99803
120.0,17.5,8e-07,0.02,0.0525,0.27905878,0.9599196,56.29049,47.7916
120.0,17.5,8e-07,0.02,0.1,0.28085846,0.96118337,56.422436,46.989174
120.0,17.5,1e-06,0.02,0.005,0.27786016,0.4614051,56.048206,58.303112
120.0,17.5,1e-06,0.02,0.0525,0.30638576,0.96583194,61.560917,41.899204
120.0,17.5,1e-06,0.02,0.1,0.30828252,0.9666855,61.789417,39.893154
120.0,17.5,1.2e-06,0.02,0.005,0.29807028,0.46400276,59.835873,54.965508
120.0,17.5,1.2e-06,0.02,0.0525,0.3162173,0.96683306,63.685528,39.43121
120.0,17.5,1.2e-06,0.02,0.1,0.32024854,0.96822256,64.572876,37.155136
120.0,17.5,8e-07,0.04,0.005,0.21416704,0.44051546,43.289692,78.753586
120.0,17.5,8e-07,0.04,0.0525,0.23581284,0.9278012,47.592075,51.596954
120.0,17.5,8e-07,0.04,0.1,0.239756,0.9270407,47.81909,50.39094
120.0,17.5,1e-06,0.04,0.005,0.2537369,0.44692096,50.864006,62.39618
120.0,17.5,1e-06,0.04,0.0525,0.2701628,0.94115937,54.007927,45.58886
120.0,17.5,1e-06,0.04,0.1,0.2755557,0.9407863,54.674324,42.176468
120.0,17.5,1.2e-06,0.04,0.005,0.25924596,0.44931427,52.630642,56.797546
120.0,17.5,1.2e-06,0.04,0.0525,0.28468835,0.9465658,57.75842,40.79993
120.0,17.5,1.2e-06,0.04,0.1,0.2911337,0.9473945,58.803562,37.996212
120.0,17.5,8e-07,0.06,0.005,0.15441324,0.43428952,31.788683,95.11683
120.0,17.5,8e-07,0.06,0.0525,0.18449573,0.9034267,37.564693,61.314407
120.0,17.5,8e-07,0.06,0.1,0.1848438,0.9028289,37.43723,60.245922
120.0,17.5,1e-06,0.06,0.005,0.180963,0.43663147,37.010403,71.64707
120.0,17.5,1e-06,0.06,0.0525,0.2145673,0.9220952,43.27958,48.487854
120.0,17.5,1e-06,0.06,0.1,0.21457602,0.9218848,43.09853,44.853634
120.0,17.5,1.2e-06,0.06,0.005,0.19681533,0.4379003,40.17161,66.29091
120.0,17.5,1.2e-06,0.06,0.0525,0.22533815,0.9273705,45.562706,43.27452
120.0,17.5,1.2e-06,0.06,0.1,0.22846085,0.9293188,46.03963,40.580223
120.0,17.5,8e-07,0.08,0.005,0.13516761,0.41970494,27.786709,120.30411
120.0,17.5,8e-07,0.08,0.0525,0.15248263,0.87467635,31.058334,82.5864
120.0,17.5,8e-07,0.08,0.1,0.15226366,0.8740785,30.655634,70.27138
120.0,17.5,1e-06,0.08,0.005,0.15349385,0.42141584,31.550024,108.09149
120.0,17.5,1e-06,0.08,0.0525,0.17675637,0.88686067,35.885643,58.464195
120.0,17.5,1e-06,0.08,0.1,0.17608856,0.88725173,35.350018,56.59343
120.0,17.5,1.2e-06,0.08,0.005,0.17546076,0.42109755,35.839035,75.630104
120.0,17.5,1.2e-06,0.08,0.0525,0.20131879,0.902088,40.98159,47.68075
120.0,17.5,1.2e-06,0.08,0.1,0.20095171,0.9059296,40.639835,44.982624
120.0,17.5,8e-07,0.1,0.005,0.11463157,0.41980952,23.891489,127.21162
120.0,17.5,8e-07,0.1,0.0525,0.1314239,0.8498681,26.778852,117.66268
120.0,17.5,8e-07,0.1,0.1,0.14306627,0.8502525,28.74602,84.79816
120.0,17.5,1e-06,0.1,0.005,0.12668745,0.4215204,26.365896,124.34903
120.0,17.5,1e-06,0.1,0.0525,0.14772567,0.86529905,29.9273,107.1993
120.0,17.5,1e-06,0.1,0.1,0.15733299,0.8661623,31.411592,76.43991
120.0,17.5,1.2e-06,0.1,0.005,0.14794604,0.42168257,30.629227,105.79491
120.0,17.5,1.2e-06,0.1,0.0525,0.17114219,0.8789455,34.96693,59.27177
120.0,17.5,1.2e-06,0.1,0.1,0.17326163,0.8817196,35.102962,54.08219
120.0,20.0,8e-07,0.02,0.005,0.26343054,0.46164137,52.89122,62.652866
120.0,20.0,8e-07,0.02,0.0525,0.2961907,0.9666388,59.540436,41.497166
120.0,20.0,8e-07,0.02,0.1,0.2977803,0.9677105,59.801147,40.67951
120.0,20.0,1e-06,0.02,0.005,0.28235164,0.46412322,56.835983,48.7451
120.0,20.0,1e-06,0.02,0.0525,0.32840204,0.9714372,65.88919,35.25274
120.0,20.0,1e-06,0.02,0.1,0.33076987,0.97209865,66.26787,34.605713
120.0,20.0,1.2e-06,0.02,0.005,0.29638407,0.46672088,59.50271,43.87103
120.0,20.0,1.2e-06,0.02,0.0525,0.34861,0.97221446,69.84561,31.159979
120.0,20.0,1.2e-06,0.02,0.1,0.3525631,0.9736812,70.81376,29.90206
120.0,20.0,8e-07,0.04,0.005,0.22150308,0.44234806,44.849506,65.50226
120.0,20.0,8e-07,0.04,0.0525,0.24650605,0.9335993,49.777107,44.434483
120.0,20.0,8e-07,0.04,0.1,0.2495662,0.9332957,50.08939,43.513813
120.0,20.0,1e-06,0.04,0.005,0.24965088,0.44883558,50.329586,52.80975
120.0,20.0,1e-06,0.04,0.0525,0.28082746,0.94654804,56.331287,37.29052
120.0,20.0,1e-06,0.04,0.1,0.28576714,0.9466319,57.155174,36.58319
120.0,20.0,1.2e-06,0.04,0.005,0.26069376,0.45143324,52.753105,47.8664
120.0,20.0,1.2e-06,0.04,0.0525,0.30192217,0.95084476,60.809082,32.57844
120.0,20.0,1.2e-06,0.04,0.1,0.30692378,0.9522411,61.876034,30.802982
120.0,20.0,8e-07,0.06,0.005,0.17656082,0.43819425,36.18727,88.12087
120.0,20.0,8e-07,0.06,0.0525,0.20566317,0.90669423,41.708664,49.69962
120.0,20.0,8e-07,0.06,0.1,0.20560044,0.9065533,41.610867,46.616375
120.0,20.0,1e-06,0.06,0.005,0.20239548,0.44055712,41.33237,62.83739
120.0,20.0,1e-06,0.06,0.0525,0.23593661,0.9217436,47.50722,41.464035
120.0,20.0,1e-06,0.06,0.1,0.23596431,0.9219901,47.428055,40.193047
120.0,20.0,1.2e-06,0.06,0.005,0.23343877,0.4420303,47.379578,57.57653
120.0,20.0,1.2e-06,0.06,0.0525,0.25383103,0.92695355,50.944435,36.067688
120.0,20.0,1.2e-06,0.06,0.1,0.25328475,0.92920023,50.853466,34.67333
120.0,20.0,8e-07,0.08,0.005,0.15637606,0.42209548,31.6906,92.878815
120.0,20.0,8e-07,0.08,0.0525,0.17403886,0.8814753,35.192814,55.01567
120.0,20.0,8e-07,0.08,0.1,0.17353207,0.8814201,35.099216,51.051105
120.0,20.0,1e-06,0.08,0.005,0.17279643,0.42427775,35.041237,73.44063
120.0,20.0,1e-06,0.08,0.0525,0.19865859,0.9017097,39.995937,43.50665
120.0,20.0,1e-06,0.08,0.1,0.19813274,0.9026433,39.747566,41.379913
120.0,20.0,1.2e-06,0.08,0.005,0.19672732,0.42416382,39.764717,68.99011
120.0,20.0,1.2e-06,0.08,0.0525,0.22088747,0.91091514,44.677128,39.446503
120.0,20.0,1.2e-06,0.08,0.1,0.22021557,0.9151408,44.69146,36.056072
120.0,20.0,8e-07,0.1,0.005,0.12977533,0.42272666,26.657673,101.7693
120.0,20.0,8e-07,0.1,0.0525,0.1452729,0.8572974,29.58838,89.52042
120.0,20.0,8e-07,0.1,0.1,0.15963085,0.8570815,32.34611,69.71565
120.0,20.0,1e-06,0.1,0.005,0.13974005,0.42490894,28.784426,101.779274
120.0,20.0,1e-06,0.1,0.0525,0.15868932,0.87532717,32.057842,76.77997
120.0,20.0,1e-06,0.1,0.1,0.17144199,0.8755901,34.310863,56.509205
120.0,20.0,1.2e-06,0.1,0.005,0.16114613,0.4258522,33.143673,100.44564
120.0,20.0,1.2e-06,0.1,0.0525,0.18171345,0.88929677,37.087948,47.61832
